English,Ekegusii
He who uses many words will be abhorred. He who takes authority for himself will be hated in it.,"Omonto ore n’echisemi nakire kiri takwana goika engaki egwenerete; ko bono, omonto omoetania naende omoriri tari komocha engaki egwenerete komocha."
There is a prosperity that a man finds in misfortunes; and there is a gain that turns to loss.,"Omonto ore n’amang’ana amaange nere n’agechwe, na mono kegima oyo otari koa bande ribaga ri’ogokwana."
There is a gift that will not profit you; and there is a gift that pays back double.,"Omonto nabo aranyore egesio korwa ase emechando, naende nabo ekonyarekana ng’a kiarentire emechando."
There are losses because of glory; and there is one who has lifted up his head from a low estate.,"Nkereo ekeegwa getakoretere ’ng’eria ende yonsi, korende nkereo ekeegwa kende kerarete eng’eria ara kabere."
"There is one who buys much for a little, and pays for it again sevenfold.",Engaki ende ogosikwa nigo kogosiria enibo. Korende naende mbareo abanto bande banyoorire ogosikwa korwa ase atagwenereti.
He who is wise in words will make himself beloved; but the pleasantries of fools will be wasted.,"Omonto okogora egento ase ogoaka rigori goika riakea, korende oyio chingaki chinde onyoora ng’a oakanire ara gatano na kabere goetania."
"The gift of a fool will not profit you, for he looks for repayment many times instead of one.","Ekero omonto anachire ekiina n’echisemi, oyio nigo agosikwa ase chisemi chiaye naende bwenyorera abasani abaange, korende obuya bw’omonto omoriri nigo bore bosa kegima."
"He will give little and insult much. He will open his mouth like a crier. Today he will lend, and tomorrow he will ask for it back. Such a one is a hateful man.","Ekeegwa ki’omonto omoriri, tigegokobwenera gento, ekiagera nigo akogania amange korwa ase ore, gose tari aganto."
"The fool will say, “I have no friend, and I have no thanks for my good deeds. Those who eat my bread have an evil tongue.”","Omonto bun’oyio nigo agokoa egento gekeigo, korende bwetogia, na koraria aria onsi agokoreire. Ere nigo agokoa singo reero, mambia yaye ogania omoiranerie. Omonto bun’oyio nigo akogechia mono."
"How often, and of how many, will he be laughed to scorn!","Omonto omoriri nigo agoteeba iga: “Tindi na mosani. Onde tari okong’akera ng’a mbuya mono ase obuya bwane. Nigo bakoria endagera yane, ekero baigotire bachaka gonkwana bobe.”"
A slip on a pavement is better than a slip with the tongue. So the fall of the wicked will come speedily.,Namaa! Oyio nigo akogenderera gochecherigwa n’abange.
A man without grace is a tale out of season. It will be continually in the mouth of the ignorant.,"Nigo ere buya omonto goterererigwa kagotamboka gochia nyomba na kogwa, kobua ogoterererigwa kw’oromeme; ogosirigwa kw’abanyabibe nigo kore bwango mono kegima."
A parable from a fool’s mouth will be rejected; for he won’t tell it at the proper time.,"Omonto otari goaka buya ase keria akorereirwe, gose anyoorire; omonto oyio nigo anga buna emegano etarochi nchera, eyio ekona koganwa n’abanto abariri baria bakona koyeirorera."
"There is one who is hindered from sinning through lack. When he rests, he will not be troubled.","Ekero emebayeno ekorwa ase omonto omoriri teri gwancheranwa, ekiagera teri gokwanwa ase engaki egwenerete."
"There is one who destroys his soul through bashfulness. By a foolish countenance, he will destroy it.","Omonto nabo agotangwa gokora ekebe ase engencho are omotaka, ase igo nigo agotimoka ekiagera tari na kende agweiteria."
There is one who for bashfulness makes promises to his friend; and he makes him his enemy for nothing.,"Omonto nabo arasirie obogima bwaye bwonsi, ekiagera ere akorora obosooku; gose abosirie ase okwoboa abanto."
A lie is an ugly blot on a person. It will be continually in the mouth of the ignorant.,"Onye kogokora egeteebanio n’omosani oo ase okorara bobe komosokia, aye gwakorire omonto oyio koba omobisa oo bosa."
"A thief is better than a man who is continually lying, but they both will inherit destruction.","Oborimo n’ekemoa ekebe kegima ase chimbwa chi’omonto, korende eke nakio abanto abariri bagokora botaambe."
The destination of a liar is dishonor. His shame is with him continually.,Mbuya omonto koba omoibi kobua koba omonyaborimo; korende aba bonsi babere goika basire kegima.
He who is wise in words will advance himself. And one who is prudent will please great men.,"Chimbwa chi’onagokwana oborimo nigo chikoreta ogocharangia, okwo gokobao ase engaki etaambe ase oria ogokwana oborimo."
He who tills his land will raise his harvest high. He who pleases great men will get pardon for iniquity.,"Omonto ogokwana n’echisemi, oyio mbuya are; oyore n’echisemi nigo akogokia abanto bare n’engencho."
"Favors and gifts blind the eyes of the wise, and as a muzzle on the mouth, turn away reproofs.","Omonto okorema na gosimeka endagera, nigo akonyoora rigesa rinene; erio ogokia baanene baye, na kwenyoorera oboronge."
"Wisdom that is hidden, and treasure that is out of sight— what profit is in either of them?","Amasoya nigo agoukoria abare n’echisemi, ekio n’egesibo ki’omonwa gekoginga omonto takora amabe."
Better is a man who hides his folly than a man who hides his wisdom.,Inee! Chisemi chi’obobisi ninki chisaine? Chisemi buna echio mbosa.
"My son, have you sinned? Do it no more; and ask forgiveness for your past sins.",Omwana one. Inee! Gwakorire ekebe? Tokora ekebe naende. Ko bono saba amaabera ase aria gwakorire.
"Flee from sin as from the face of a snake; for if you go near, it will bite you. Its teeth are like lion’s teeth, slaying people’s souls.",Tama ekebe buna koreng’ana ogotama eng’iti; ekiagera oise gosukerera eng’iti goika ekorome. Amaino y’ekebe igo anga buna amaino y’Endo. Ekebe nigo kegosiria emioyo y’abanto.
All iniquity is as a two-edged sword. Its stroke has no healing.,"Okobuna ebirage nigo konga buna omoro otieririe chinsemo chionsi, omoro buna oyio oise kogokeba nigo okoroisia riote ritari kogwena."
Terror and violence will waste away riches. So the house of an arrogant man will be laid waste.,Okogosereria amo n’oboiti nigo bigosaria enibo; enyomba y’omonto omwerori nigo ekorenta obosooku.
"Supplication from a poor man’s mouth reaches to the ears of God, and his judgment comes speedily.","Ogosaba kw’omotaka nigo gokoigwekana as Nyasae, n’okoiraneria kwaye nigo kore bwango mono kegima."
One who hates reproof is in the path of the sinner. He who fears the Lord will repent in his heart.,"Omonto okwanga kogorororwa ekero are ase ebibe, korende oy’omoirogete Nyasae nigo akweitia omoyo oye ime."
He who is mighty in tongue is known far away; but the man of understanding knows when he slips.,"Omonto nabo arabe ogokwana n’obong’aini na komanyekana gochia aare, korende nigo akoraua n’oyore n’echisemi."
He who builds his house with other men’s money is like one who gathers stones for his own tomb.,"Omonto okwagacha enyomba ase chifeta chi’abaanto bande, igo anga buna oy’ogosangereria amagena y’embera yaye."
The congregation of wicked men is as a bundle of tow with a flame of fire at the end of them.,"Omosangererekano bw’abakori amabe, nigo onga buna engori egwoka agwo ase baraumerane kw’omorero ekerage okobumbucha."
The way of sinners is paved with stones; and at the end of it is the pit of Hades.,"Eng’eria y’omokori amabe nigo eroosegete buya, korende enchera eyio nigo ekoerera ase engoro y’amakweri."
He who keeps the law becomes master of its intent. The fulfilment of the fear of the Lord is wisdom.,Onde bwensi okobwatia ebirage oyio nigo agamberete ebirengererio biaye; chisemi N’oboikeranu bw’okomomanya Nyasae.
He who is not clever will not be instructed. There is a cleverness which makes bitterness abound.,"Omonto otari nasemi, oyio nomosomia tari koigwa. Korende koba n’echisemi n’okomenta obororo."
"The knowledge of a wise man will be made to abound as a flood, and his counsel as a fountain of life.",Emeroberio y’omonyene chisemi nigo ekomentekana buna okoyaaba kw’amache ekero gi’etoigo. N’ogosemia nigo konga buna ensoko entuboka.
The inward parts of a fool are like a broken vessel. He will hold no knowledge.,"Chisemi chio omonto omoriri nigo chinga buna egetaabo kebochogete, kende gionsi omonto oyio agosoma nigo kegoeta rioka getari kogoma, erinde giasira kegima: tari kobwata gento."
"If a man of knowledge hears a wise word, he will commend it and add to it. The wanton man hears it, and it displeases him, so he throws it away behind his back.","Ekero omonto omong’aini akoigwa ring’ana ri’echisemi nigo akoritogia na korimenta kegima. Korende omonto osirete ekero akoriigwa nigo akorisiereria, na koritugutera aare kegima."
"The chatter of a fool is like a burden in the way, but grace will be found on the lips of the wise.",Engambo ya abanto abariri igo enga buna egurube omonto abogoretie nchera kogenda; korende omogooko nigo okonyorekana korwa ase ebirengerio bi’omonto omong’aini.
The utterance of the prudent man will be sought for in the congregation. They will ponder his words in their heart.,Ase omosangererekano abanto nigo bakorigia ebirengererio bio omonto omong’aini; na barabwo nigo bakoarigania amang’ana aya ase emioyo yabo ime.
"As a house that is destroyed, so is wisdom to a fool. The knowledge of an unwise man is talk without sense.",Ase omonto omoriri chisemi nigo chinga buna enyomba yagure; n’emeroberio y’omonto omoriri igo are amang’ana atari na moroberio.
"Instruction is as fetters on the feet of an unwise man, and as manacles on the right hand.","Ase omonto omoriri ogosoma nigo konga buna egesibo kere magoro, enga buna efeta ase okoboko okorio."
"A fool lifts up his voice with laughter, but a clever man smiles quietly.","Omonto omoriri nigo agoseka n’eriogi, korende omonyene chisemi nigo akona goseka ng’ora igo."
"Instruction is to a prudent man as an ornament of gold, and as a bracelet upon his right arm.","Omonto omoririri nigo agoseka gochia igoro n’eriogi, korende ase omonto ore n’echisemi nigo akona goseka ng’ora igo. Ase omonto ore omong’aini chesemi nigo chinga buna ebonyi y’amagena ’amaabera, nigo enga buna ebonyi ase okoboko kwaborio."
"The foot of a fool rushes into a house, but a man of experience will be ashamed of entering.","Omonto omoriri nigo akoayerera gosoa gochia nyomba mwabande, omonto omong’aini nigo akoganyera gesieri n’amasikani."
"A foolish man peers into the door of a house, but a man who is instructed will stand outside.","Omonto omoriri nigo akoayerera gosoa ime y’echinyomba chiabande; Korende ase omonto ore n’echisemi nigo akoganyera isiko n’amasikani. Omonto otari n’echimbwa chingiya nigo agosiomeria gochia nyomba mwabande, korende oyore n’amasikani, nigo akoganyera isiko."
"It is rude for someone to listen at a door, but a prudent person will be grieved with the disgrace.","Nigo ere chimbwa chimbe ekero omonto agotegerera amang’ana y’abanto bande ase ebisieri biabo, korende ase baria bare n’obong’aini gokora egento buna ekio n’obososku obonene kegima."
"The lips of strangers will be grieved at these things, but the words of prudent men will be weighed in the balance.","Abanto abetakori nigo bachete konakoirorera amang’ana aria baigure korwa ase abanto bande, korende baria bare n’obong’aini nigo bare n’amang’ana are n’echinguru."
"The heart of fools is in their mouth, but the mouth of wise men is their heart.","Ekerengererio ki’abaonto abariri nigo kere ang’e n’emenwa yabo, korende eki bagoteeba abanyene chisemi nigo gekorwa ase ebirengererio biabo."
"When the ungodly curses an adversary, he curses his own soul.","Ekero omonto omobe akoragereria ekerecha, nigo akweragereria ere omonyene."
"A whisperer defiles his own soul, and will be hated wherever he travels.","Omonto omwemurungania nigo agosaria obogima bwaye ere omonyene, naende kera omonto ase eamate yaye nigo amogechete mono kegima."
A slothful man is compared to a stone that is defiled. Everyone will hiss at him in his disgrace.,Omonto omobe nigo akoreng’anigwa n’erigena rire n’eubi; kera omonto komorora omonto buna oyio nigo akweringa ase engencho y’obososoku bwaye oyio.
A slothful man is compared to the filth of a dunghill. Anyone who picks it up will shake it out of his hand.,Omonto omobe nigo arabwekanigwe n’orosao rw’amabi; Kera omonto okorokuna orosao orwo nigo akoyaserera aare
"An undisciplined child is a disgrace to his father, and a foolish daughter is born to his loss.","N’okoragererigwa ase omonto ore n’baana ko otaari n’amasikani, n’okoibora kw’omwana omwana omoiseke otari n’echimbwa chingiya nigo enga ogosirerigwa."
