English,Kiswahili,Ekegusii,Domain
"WHO recommends that infants born to mothers living with HIV are tested for HIV, at birth, six weeks, during breastfeeding, and when breastfeeding ends given the continued risk of transmission during this period. Older children, especially offspring and siblings of persons infected with HIV, should also be tested.","WHO inapendekeza watoto wanaozaliwa na mama wanaoishi na VVU kupimwa VVU, wakati wa kuzaliwa, wiki sita, wakati wa kunyonyesha, na wakati kunyonyesha kumalizika kutokana na hatari ya kuendelea kuambukizwa katika kipindi hiki. Watoto wakubwa, hasa watoto na ndugu wa watu walioambukizwa VVU, wanapaswa pia kupimwa.",N/A - Pending Fine-Tuned Model Inference,General
"This document explains national joint efforts that focuses on weather patterns( here ""unity"") which aims at improving. ..",N/A - Pending Fine-Tuned Model Inference,"Omoroberio oyo bwemeremo nigo okoera buya buna ekeombe kiobomo bwense giachagete ase oboremo borengete rire (aigamotwe ""Obomo) obwo borigetie gokoinia...",Agriculture
Wrap children upside down to sleep and tend over it in a bid to strengthen its neck development and ….,N/A - Pending Fine-Tuned Model Inference,Areria abàna maramama na kobarorà erio kokong'ià ebigoti na orogendo,Health
Ministry of ICT initiates targeted e-learning projects promoting girlsÃ¢â‚¬TM education in rural communities.,N/A - Pending Fine-Tuned Model Inference,"Omoroberio bwe'Minisitiri Yamangan, Gokwanerana na Egetekinorochia (ICT) orengete gokinia amsomo goetera eintaneti ogosegeta chisemi ase abana abanyaroka ba risabu.",Education
KICD is accelerating the development of digital learning content to support the Competency-Based Curriculum (CBC) implementation.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) ngosegeta kere ogoikerania kwamasomo egedichitari erio gosira (CBC).,Education
Kajiado County: Drought Early Warning Bulletin for June 2022,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame ya Juni 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Discover the benefits of farmers groupd or cloud fundraising, including wholesale trading, joint marketing and getting loans.",N/A - Pending Fine-Tuned Model Inference,"Rigia komanya obuya obonge boreo ase okobwatana gose korosia ebiombe bigokonya korwa ebioboremi, amo nobogori bwebinto bioboremi ase obonge, ogosanga echiro, na buna ogoikera amakobeso yoboremi.",Agriculture
Government funds modernization of equipment and lab facilities in STEM resource centers across counties.,N/A - Pending Fine-Tuned Model Inference,Eserikari yarure chibesa koagacha amaagacho a bono  nabiganeirie biegesayansi chisenta chionsi ime yense (STEM).,Education
Employers to allow breast feeding mothers humble time to breast feed their children,N/A - Pending Fine-Tuned Model Inference,Àbàtachiri barwa amabaga yokogonkia na gosegeta abangina bakogonkia,Health
"Maidens are expected to follow government guidelines on vaccination to protect their children from measles, polio and TB",N/A - Pending Fine-Tuned Model Inference,"Abareri nigo bagwenerete kobwatia omoroberio bw'ense bw'echanjo erio korenda abana korwa ase amarwaire amabe buna measles, polio na Esese",Health
"Despite many challenges, some countries have adopted HIV service delivery models for people from key populations that are entirely or partly financed domestically and that could be sustainable at scale.","Licha ya changamoto nyingi, baadhi ya nchi zimetumia modeli za utoaji wa huduma za VVU kwa watu kutoka makundi muhimu ambayo yanafadhiliwa kwa kiasi kikubwa au kwa kiasi ndani na ambayo inaweza kuwa endelevu kwa kiwango kikubwa.",N/A - Pending Fine-Tuned Model Inference,Health
"Kenya Price Bulletin, October 2024","Taarifa ya Bei ya Kenya, Oktoba 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Pregnat women should get tetenus injection for their care and their unborn babies from tenetenus infections,N/A - Pending Fine-Tuned Model Inference,Abasubati bebwateranetie mbaganeirie konyora esindani ya tetanus erio berende amo nomwana otaraibirwa korua ase endwari eyio ya tetanus.,Health
Are you enjoying relaxing by the water this summer? Be safe around the water. Learn about drowning prevention tips.,"Je, unafurahia kupumzika karibu na maji msimu huu? Mwe salama karibu na maji na ujifunze dokezo za kuzuia kuzama majini.",N/A - Pending Fine-Tuned Model Inference,Health
Governor Isiolo county urges residents to support the government and be ready for development and growth in the county,N/A - Pending Fine-Tuned Model Inference,omogabana bw'ekaunti ya isiolo orure okoboria ase abamenyi gosira eserekari naboigo kwerwa ase amagenderero amo nogokina gwekaunti yabo.,Governance
"Consumer Guide - Kenya Bankers Association Consumer Guide Home Consumer Guide Consumer Guide kbaadmin May 11, 2022 July 6, 2022 The Kenya Bankers Association (KBA) encourages its members to employ best practice when providing financial services, including the highest level of customer care when engaging with the banking public.",N/A - Pending Fine-Tuned Model Inference,"Egekoraa abagori - Oborai bwekeombe kia baria gachete chibesa chiabo ebengi kbaadmin omotienyi 5 chitariki 11, omwaka 2022, omotienyi 7 chitariki 6, omwaka 2022. Ekeombe kianyabengi gia Kenya (KBA) giasegetire abamemba babo nabakori emeremo bonsi korwa obokoreri oboikeranu, noborendi bwa igoro bwechikasitoma chiabo abwo bagocha korigwa obokoreri bwabo.",Governance
"EACC stresses multi‑sector participation, using technology to strengthen anti‑corruption action.",N/A - Pending Fine-Tuned Model Inference,"Ekeombe keria gekorwania obokorekanu (EACC) kiaboririe okobwaterana nebitengo ao ao, goetera etekinorochi gokong'ia korwania obokorekanu.",Security
"USAID/BHA Kenya Assistance Overview, August 2024","Muhtasari wa Usaidizi wa USAID/BHA Kenya, Agosti 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"We are reminding you to strictly adhere to the containment measures as our first line of defence against this virus; wash hands regularly with soap & running water, wearing of face masks in public places, maintaining social & physical distance, & avoiding all forms of gatherings.","Tunakukumbusha kuzingatia kwa dhati hatua za kuzuia kama safu yetu ya kwanza ya ulinzi dhidi ya virusi hivi; osha mikono mara kwa mara kwa sabuni na maji yanayotiririka, kuvaa barakoa katika maeneo ya umma, kudumisha umbali wa kijamii na kimwili, na kuepuka mikusanyiko ya aina zote.",N/A - Pending Fine-Tuned Model Inference,Public Health
Climate change has affected maize production and a robust plan is technically required to increase yields and food security across the world.,N/A - Pending Fine-Tuned Model Inference,Ogoonchoka kwerire gwakeirie rigesa riebituma na ase ayio omoroberio otekinorochia noganeririe erio gokinia rigesa na korwania oboremu bwendagera ase ense engima.,Agriculture
"Kisii County MP Donya Dorice Aburi distributes goats and household items to widows and vulnerable residents at Taracha, Nyaribari Chache, and urges them to be self-reliant during a community event that included sports activities.",N/A - Pending Fine-Tuned Model Inference,"omochumbe okisii kaunti Donya Dorice oenanire chimbori qmo nebinto bianyomba gochia ase ababoraka amo nabaria batari kwenyara ime ya taraacha nyaribari chache. naboigo kobaboria gwetenenera, ase omoroberio bwegenka oyuo boigo obwate nechigosori ao ao.",Governance
Big announcement in the region by use of….????,N/A - Pending Fine-Tuned Model Inference,"Okoraria okonene ase orogongo gotumia chimbwatereri erio goserokia ebimo biomobere, okobwaterana, na gokeiya obworo",Health
Meru (Meru-North) County: Drought Early Warning Bulletin for July 2023,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya - Floods, update (Kenya Meteorological Department, media, International Charter) (ECHO Daily Flash of 14 May 2024)","Kenya - Mafuriko, sasisho (Idara ya Hali ya Hewa ya Kenya, vyombo vya habari, Mkataba wa Kimataifa) (ECHO Daily Flash ya 14 Mei 2024)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Get special knowledge on the sale of maize to businessmen in different ways, to prepare them, promote and how to price them.",N/A - Pending Fine-Tuned Model Inference,"Nyora okomanya kwabeene ase okoonia ebituma biao gochia ase baria bakobionchoreria chinchera aoa ao, na kobirosia, kobomanyekania, nenchera yokobiakera rigori.",Agriculture
"Market accessibility and guidelines in agricultural activity is important. Let it remembered farmers adjacentvyo markets, reap big...",N/A - Pending Fine-Tuned Model Inference,"Goikera echiro namorokererio igoro yayio nayengencho ase ogkinia obokoreri as oboremi . Buna yarorekanire, abaremi baria bare ang'e nechichiro chigenderete buya nigo bakoamba koba...",Agriculture
Ministry of health issues cholera alert as 61 cases are confirmed,Wizara ya afya yatahadharisha kuhusu ugonjwa wa kipindupindu huku visa 61 vikithibitishwa,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Marsabit County: Drought Early Warning Bulletin for February 2024,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education and Agriculture partner to improve school feeding programs to boost student attendance and learning.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi na eyoboremi chiabwatanire kobeka buya omoroberio bwokorageria chisukuru orengete korora nga abana mbarema goika esukuru gosoma.,Education
Historic drought in the Horn of Africa: Women and girls fleeing one crisis for another,Ukame wa kihistoria katika Pembe ya Afrika: Wanawake na wasichana wanaokimbia mgogoro mmoja kwa mwingine,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
National Drought Early Warning Bulletin (April 2022),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Aprili 2022),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Isiolo County: Drought Early Warning Bulletin for December 2023,Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame la Desemba 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
The ministry of education  with technical support of WFP have jointly implemented the school meal programs in food insecure regions of Kenya since 1980 with the objectives to encouraging parents to enroll and keep their children in schools and to encourage pupils to learn these school  meal program has been implemented on five year phases since the inception.The SMP programme encompass provision of a mid-day meal to public primary school children in Arid and Semi-Arid Sub-Counties and the informal settlements of Nairobi.  By 2008 1.2 million pupils were beneficiaries of the program and this has increased the number of beneficiaries to 1.6 million  in Arid and selected schools in Semi-Arid lands.,Wizara ya elimu  kwa usaidizi wa kiufundi wa WFP wametekeleza kwa pamoja programu za chakula shuleni katika maeneo yenye uhaba wa chakula nchini Kenya tangu 1980 kwa madhumuni ya kuwahimiza wazazi kuandikisha na kuwaweka watoto wao shuleni na kuwahimiza wanafunzi kujifunza mpango huu wa mlo wa shule umetekelezwa kwa awamu za miaka mitano tangu kuanzishwa. makazi yasiyo rasmi ya Nairobi.  Kufikia 2008 wanafunzi milioni 1.2 walikuwa wanufaika wa mpango huu na hii imeongeza idadi ya wanufaika hadi milioni 1.6  katika shule Kame na zilizochaguliwa katika ardhi Nusu Kame.,N/A - Pending Fine-Tuned Model Inference,General
Kilifi County: Drought Early Warning Bulletin for July 2023,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"6 Years on: how a water access project impacted lives in Churo, Kenya","Miaka 6: jinsi mradi wa upatikanaji wa maji ulivyoathiri maisha katika Churo, Kenya",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The lesson is simple: information, on its own, has limited impact. When communities are involved, trust, adherence to recommendations, and the capacity to respond all increase. It is precisely this vision that underpins the WHO Regional Strategy for Africa on Community Protection and Resilience (2023–2030).","Somo ni rahisi: habari, peke yake, ina athari ndogo. Wakati jumuiya zinahusika, uaminifu, kuzingatia mapendekezo, na uwezo wa kujibu yote huongezeka. Ni dira hii haswa inayosisitiza Mkakati wa Kikanda wa WHO wa Afrika kuhusu Ulinzi na Ustahimilivu wa Jamii (2023–2030).",N/A - Pending Fine-Tuned Model Inference,General
Meru (Meru-North) County: Drought Early Warning Bulletin for May 2022,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"To raise yields through bumper harvests , expanding means to markets, utilizing technology, grasp technology, the potential that lies in irrigation; in addition..",N/A - Pending Fine-Tuned Model Inference,"Gokinia rigesa goetera okogesa ubuya bwerigesa, kogareyia chinchera chigosoa echiro, gotumia tekinorochia, na kobwata tekinorochia; korigia komanya okobua kore ase ogosiarera amache mogondo; kmentekana...",Agriculture
Rapid Gender Analysis and Protection Assessment of Drought Situation in Marsabit County,Uchambuzi wa Haraka wa Jinsia na Tathmini ya Ulinzi wa Hali ya Ukame katika Kaunti ya Marsabit,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
The Policy is aligned to the Fourth Medium -Term Plan (2023 -2027) of the Kenya Vision 2030 that prioritizes implementation of economic recovery strategies under the Government’s BottomUp Economic Transformation Agenda (BETA) .,Sera hiyo inapatanishwa na Mpango wa Nne wa Muda wa Kati (2023 -2027) wa Dira ya 2030 ya Kenya ambayo inatanguliza utekelezwaji wa mikakati ya kufufua uchumi chini ya Agenda ya Serikali ya Mabadiliko ya Kiuchumi (BETA) .,N/A - Pending Fine-Tuned Model Inference,Governance
"PAUSTI receives funding from the African Development Bank (ADB) through the Government, Ministry of Education, under the recurrent funds for universities. The financial implication to the Ministry is about Kshs. 70 million disbursed to PAUSTI every year as grants for recurrent expenditure. The institute has used the savings to contract Phase I and II of the PAUSTI block.","PAUSTI inapata ufadhili kutoka Benki ya Maendeleo ya Afrika (ADB) kupitia Serikali, Wizara ya Elimu, chini ya fedha za matumizi ya kawaida kwa vyuo vikuu. Athari ya kifedha kwa Wizara ni takriban Kshs. milioni 70 zinazotolewa kwa PAUSTI kila mwaka kama ruzuku kwa matumizi ya kawaida. Taasisi imetumia akiba hiyo kwa mkataba wa Awamu ya I na II ya kitalu cha PAUSTI.",N/A - Pending Fine-Tuned Model Inference,General
