English,Ekegusii,Domain,dup_target,encoding_ok
Use digital learning tools in classrooms 2024.,Tumia ebinto biosomia biegedichitari ase ebirasi omwaka 2024.,Education,False,True
"Managing risks in livestock is essential. Learn about diversification, contracts, and risk mitigation strategies specific to your activity.","Gotanga amarwaire ase etugo negento kiengencho. Soma buna oragarei oboremi, obokoreri, na enchera yogotanga amarwaire arengete oboremi bwao.",Agriculture,True,True
Do not allow children to play near stones during construction.,Totiga abana gotienera ase amagena are ekero amaagacho agendererete.,Security,False,True
"Precision agriculture, agri-information and the development of digital agri-markets, among other technologies, contribute to data generation and.","Oboremi oboikeranu, amangana igoro yoboremi na ogoikerania oboremi bwegechidichitari nechiro, agti y tekinorochia chinde, nigo bigoikerania omobaro bwegechidichitari na",Agriculture,True,True
Agricultural insurance protects against risks like drought. Learn about available insurance products for dairy cattle and how to access them.,Oboremi boteneneire na ekeombe kegokonya ekero kieguragura gose omobaso ogsaria ebimeri gose netugo nobwengencho. Egera igoe yobokoreri bereo as yebiombe ebio as abaremi betugo na buna orabaikere,Agriculture,True,True
Older women experience specific forms of abuse. Caregiver training supports prevention and protection.,Abangina abagotu nigo bagokorerwa bobe enchera ching'ao. Egeria baria babarendete buna enchera eyemo yogotanga gokorerwa bobe na kobarenda.,Security,False,True
Pilot providing mobile seed kits and training to women's groups to grow nutritious food in informal settlements.,Omorundi chindege okorwa ebikoreri biechintetere am na koegeria ebiombe bia abakungu gosimeka chindagera chibwate amadini ase babegete obomenyo.,Health,True,True
"United Kingdom advisory urges continued vigilance due to unpredictable threats in public places, hotels, and religious sites.","Obosemia korwa United Kingdom bwasabire omongeri bwakogenderera ase engencho yogotamanyereria ekero ebibago birarute chipomu ase abanto, chinyomba chiokoragera, naase gosabera.",Security,False,True
Agriculture Sector Development Support Programme (ASDSP II) was approved for implementation by the. Government of Kenya and Government of Sweden on 17th ...,Omoroberio obeene bwogosira oboremi na amagenderero (ASDSP II) igo oansete ase engencho yogoikerania omoroberio bweserikari yaito ya Kenya na eserikari ya Sweden chitariki….,Agriculture,True,True
CBC lessons on Radio Taifa from 10 AM daily.,Ogosomia igoro yechisemi chirengete okobua (CBC) nkobe goetera Radio Taifa gochakera 4 chiamambia kera rituko.,Education,False,True
Participate in national celebrations or campaigns that emphasize ethics and integrity,Ikerana ase amatuko amanene yemeyega yeserikari gose chinkwana egokwanera igoro yekeene.,Security,False,True
Provide scholarships for sports 2020.,Karwe chibesa chiogonya abana gosomera chigosori fomwaka 2020.,Education,False,True
"President Ruto urges Raila Odinga to call off protests, suggests bipartisan engagement to resolve Azimio issues on IEBC",Omonene bw'ense William Ruto omosabire Raila Gotenenia okorobekana na koboria chinsemo ibere chikwenerane erio gokora ekwemurungania gwekeombe ekio gia Azimio ase ekeombe gichimbebe nobochori IEBC.,Governance,False,True
"Communities, be vigilant! Report terror threats near schools.","Ebinyoro, kabe maiso! Karwe amang'ana igoro yobosaria gochia schools.",Education,False,True
Kenya continues with a robust plan to control livestock diseases .,Kenya negendererete gosegeta omoroberio bwogotanga amarwaire etugo.,Agriculture,True,True
"Women's mental health can be influenced by hormonal changes related to the menstrual cycle, pregnancy, and menopause. Substance use can disrupt these hormonal balances, potentially intensifying mental health symptoms","Afya y'obongo bwa abakungu nabo bogoturubanigwa na amaonchoreri yo obonyamasi bokobwaterana na okorora erangi, oborito na gotiga korora erangi. Ogotumekwa kwa amariogo yo ogotindi nobo kogoturubani ebirengo abio bio obonyamasi na komenta okororekana koba ne emechando y'eafya y'obongo.",Health,False,True
Transform street children's lives through shelter programs.,Onchoreria obogima bwa abana bamenyete ebisona ase chitaoni ase okobaa oboraro nechinchera chiokobaonchoreria gochia obogime obuya.,Security,False,True
Keep shrubbery near entry points low to maintain visibility.,Simeka amaoga ase omorangwa gose egesona kiao.,Security,False,True
"AATF believes that technology can be a catalyst for the transformation of the agriculture sector in. Africa, as it has been in other parts of the world. Our ...","AATF mbre nokwegena ng'a chisemi chia tekinorochia nchibe ensemo yobokoreri ase okorenta oboonchoreria as oboremi, aiga Afrika buna yabeire egokorekana ase chinse chinde chiense.",Agriculture,True,True
The County Government has issued a directive requiring members of the public to take advantage of.,Eserekari yechi kaunti yakureire abamenyi gokorera ribaga eriga,Governance,False,True
Schools to hold mock elections every term – new CBC requirement.,Chisukuru nchibe nobochori bwoborai bwabana kera etamu buna ayaganeirie ase amasomo a'CBC.,Education,False,True
Other traditional methods for the past obserbed by exectant mothers including delivery times might place them at difficult times. The community is requested to emulate traditional cure methods that are approved,Chingencho chinde chia kare ekero omogina ebwateraneti amo nechingaki chiokoibora nabo chikobeka obogima ase akong'u. Eamate yasoroirwe koegia chingencho chiobobwenia chienekirie.,Health,False,True
Featured Article. UK-CGIAR News. How Vegetable Integrated Push Pull Technology is revolutionizing cowpea farming in Western Kenya. 16 July 2025. More News ...,FAmangana arikire na. UK-CGIAR Amang'ana amayia. Buna oboremi bweching'eni bogosegeta okoburukania chimbisi nebimeri binde bwabeire obwengencho ari Mocha ya Kenya. 16 July 2025. Amang'ana amayia amange ...,Agriculture,True,True
"Machakos University graduates 2,039 students in 47th ceremony.","Eyunifasiti ya Machakos yasokirie abana 2,039 ase omoyega oye o 47.",Education,False,True
NSSF alerts contributors to disregard WhatsApp messages claiming there is a special withdrawal window for those over 40. No such provision exists.,Ekeombe keria ekenene kiabagotu (NSSF) giakureire abanto baye bonsi baombie amanga ande onsi korwa WhatsApp agotebia abanto ng'a baria bonsi baikire emiaka 40 nkonyarekana ere korusia chibesa chiabo. Mang'ana anga buna ayio taiyo.,Security,False,True
Healthcare facilities must screen for violence and provide safe and comprehensive responses for survivors.,Ase abanto bakobwenerigwa goikbapime ekerengo omonto okoreire bobe na korwa obobwenia boisaine naende obuya.,Security,False,True
Continue breastfeeding during the night to meet baby's nutrition needs and maintain milk supply.,Genderera kogonkia omwana botuko na komenta amabere,Health,True,True
"Learn about extension services available in your area from KALRO. Know how to access advice, training, and support.","Egera igoro yabasemia boboremi bare ange naye korwa KALRO. Manya buna oranyore ogosemia korwa ase bare, ogosomigwa, na gosirwa.",Agriculture,True,True
Canada advises high vigilance across Kenya due to ongoing extremist threats and warns against large gatherings.,Canada yarure obosemia koba maiso Kenya engima ase engencho ykogosia okwo kogendererete jkwogoakwa chipomu na gosaba nga abanto tibaba ase emesagerekano ybanto abange amo.,Security,False,True
"Learn on the best certified tea seedlings, thats high yielding variety.","Manya obuya bwogotumia embusiro erengire yebimeri biechae goikerania okomera okuya, oboikeranu bwembego yechae ao ao, na buna rigesa raiye rire ria igoro.",Agriculture,True,True
Excessive screen use affects attention and sleep in young children. Encourage physical play instead.,Amatuko amange ase etelevision ngootorana kere ogokina na okorara kwomwana Ribaga riaye tema chigosori,Health,False,True
The Commission invites all new eligible voters and those seeking transfer of registration status and update of voter particulars/information to visit their preferred IEBCKenya constituency offices with their national identity card or valid Kenyan passport to register.,ekeombe kiobochori kiabareganirie abaaki chikura abayia bonsi na baria bonsi barigetie kong'anya gochia ase nchisemo chingeni.,Governance,False,True
The application of digital technologies and other innovations to the agriculture sector can also help increase agricultural productivity. Both ...,Omoroberio bwegedichitari na tekinorochia amo na nobvoremi bwenchera enyia naboigo borakonye komenta rigesa. Bionsi ...,Agriculture,True,True
Train teachers! Prepare for landslide safety in schools.,Somia abarimu! Eariganie igoro yokwoanyoka kweriroba chisukuru.,Education,False,True
"To be human and to know all those suffering from mental health, we shall promote and nature merciful neighborhoods. If you, or your neighbor needs mental health help, please do not hestate to talk with us through our free toll line 1199","Ase okomanya obonyamwanabanto bw'abanto abare na amarwaire y'obongo, ntonyare gokinia eamate ebwate amabera na obomanyi obonge. Onye aye gose omonto omanyete naganetie obokonyi bw'ebirengererio, koranche tonyorwa gokwana naintwe goetera ase e'namba yaito y'esimi etari goakanerwa, 1199",Health,True,True
KUCCPS portal opens for diploma and certificate course applications (C plain and below).,Ekeombe keria ekenene getenerete korangeria abana gochia eyunifasiti KUCCPS kiagoire emeroberio yaye yogosaba amabaga ase abana bechidipuloma nechisatifiketi chianse ase bari banyorete C na inse.,Education,False,True
Severe cough fir a child can be a sign of malaria of transmission of cold. Visit hospital for testing,Rikuba rinene ase omwana nabo rirabe ekemanyererio giesosera gose okoambokerigwa rikuba. Ika nyagitari ere ange naye bwango kegima ase korengwa na konyora ogokonywa.,Health,False,True
Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Korwa eripoti bwango igoro yamarwaire gochia ase abanyagitari nigo egotanga oborwaire kwambokerana/koranda. Manyia omonyagitari bwetugo rangeria esimi eye yamorero 0800721313 otari goakana kende.,Security,False,True
UDM Party urges President William Ruto to jump start process of recruiting IEBC commissioners,Echama ya UDM yarure okoboria gochia ase omonene bw'ense William Ruto koayereria omoroberio bwokobachora abakomisona abayia ba IEBC.,Governance,False,True
Intimate partner violence often escalates gradually. Early recognition and training for frontline professionals support prevention and safe referrals.,Eminano gose ogokurarana gati yomosacha nomokungu oye mara aanga nigo gokogenderera kogesekana na koba boke ng'orang'ora. Mbuya komanya ayio bwango na kwegeria abakoreri baria bare motwe gokonya ase okobaikera na kobakonya ebirengererio na kobaraa gochia nyagitari ase kobwenigwa.,Security,False,True
Fund arts festivals 2022.,Karwe chibesa! Sira chigosori chiegetamaduni 2022,Education,False,True
"He further pledged to work closely with Governor Timamy to foster unity in Lamu County, urging residents to shun divisive politics â '¬  especially those driven by tribal, religious, or regional differences â '¬  for the sake of progress.","Akagenderera korwa chiira chiogokora emeremo amo ase okobwaterana na nomogafana Timamy erio gokinia obomo aaria ekaonti ya Lamu, ogosorora abamenyi kwanga siasa yokobagana abanto mono kegima siasa erengete obogesaku, kebokanisa' keboisiramu, gose gose ogotaigwanana kerogongo erio goikerania amagenderero.",Governance,False,True
The IEBC has issued a directive requiring parents to provide information on.,Ekeombe gietenerete giembebe na obochori yachikire abaibori korwa chiripoti ase,Governance,False,True
Kenya has issued a warning on a bad mosquito that has come. Anopheles Stephensis causes bad malaria. All health workers have detected this mosquitoe at Mandera. Mosquitos transimit malaria among people and villages,"Kenya yakureire eumbu yachire embe. Anopheles Stephensi nigo ekoreta esosera embe. Abakori emeremo boborwaria banyorire eumbu eye aaria Mandera. Chiumbu nigo chikoenana esosera ase chinsemo ao ao ime y'emechi, n'ebinyoro.",Health,True,True
